puzzle_type,puzzle_idx,total_clues,original_status,original_extraction_accuracy,num_misclassified_original,correction_attempted,correction_found,attempts_to_solve,error_row,error_col,original_value,corrected_value,original_confidence,second_best_confidence,time_first_solve_attempt,time_per_correction_attempt,time_total_all_attempts,final_status,final_matches_ground_truth,ground_truth_error_positions
sudoku_4x4,0,4,solved,1.0,0,False,False,0,,,,,,,0.04701375961303711,0,0.04701375961303711,solved,True,[]
sudoku_4x4,1,5,solved,1.0,0,False,False,0,,,,,,,0.004796028137207031,0,0.004796028137207031,solved,True,[]
sudoku_4x4,2,4,solved,1.0,0,False,False,0,,,,,,,0.004726886749267578,0,0.004726886749267578,solved,True,[]
sudoku_4x4,3,4,solved,1.0,0,False,False,0,,,,,,,0.00480198860168457,0,0.00480198860168457,solved,True,[]
sudoku_4x4,4,5,solved,1.0,0,False,False,0,,,,,,,0.004545688629150391,0,0.004545688629150391,solved,True,[]
sudoku_4x4,5,3,solved,0.9375,1,False,False,0,,,,,,,0.0049207210540771484,0,0.0049207210540771484,solved,True,"[(0, 2)]"
sudoku_4x4,6,4,solved,1.0,0,False,False,0,,,,,,,0.004620790481567383,0,0.004620790481567383,solved,True,[]
sudoku_4x4,7,4,solved,1.0,0,False,False,0,,,,,,,0.004457950592041016,0,0.004457950592041016,solved,True,[]
sudoku_4x4,8,4,solved,1.0,0,False,False,0,,,,,,,0.004842042922973633,0,0.004842042922973633,solved,True,[]
sudoku_4x4,9,5,solved,1.0,0,False,False,0,,,,,,,0.004567623138427734,0,0.004567623138427734,solved,True,[]
sudoku_4x4,10,4,solved,1.0,0,False,False,0,,,,,,,0.00452113151550293,0,0.00452113151550293,solved,True,[]
sudoku_4x4,11,4,solved,1.0,0,False,False,0,,,,,,,0.0046999454498291016,0,0.0046999454498291016,solved,True,[]
sudoku_4x4,12,4,solved,1.0,0,False,False,0,,,,,,,0.004698991775512695,0,0.004698991775512695,solved,True,[]
sudoku_4x4,13,4,solved,1.0,0,False,False,0,,,,,,,0.004888057708740234,0,0.004888057708740234,solved,True,[]
sudoku_4x4,14,4,solved,1.0,0,False,False,0,,,,,,,0.0046079158782958984,0,0.0046079158782958984,solved,True,[]
sudoku_4x4,15,4,solved,1.0,0,False,False,0,,,,,,,0.004551887512207031,0,0.004551887512207031,solved,True,[]
sudoku_4x4,16,4,solved,1.0,0,False,False,0,,,,,,,0.004534006118774414,0,0.004534006118774414,solved,True,[]
sudoku_4x4,17,4,solved,1.0,0,False,False,0,,,,,,,0.004640102386474609,0,0.004640102386474609,solved,True,[]
sudoku_4x4,18,4,solved,1.0,0,False,False,0,,,,,,,0.004578113555908203,0,0.004578113555908203,solved,True,[]
sudoku_4x4,19,4,solved,1.0,0,False,False,0,,,,,,,0.00487208366394043,0,0.00487208366394043,solved,True,[]
sudoku_4x4,20,4,solved,1.0,0,False,False,0,,,,,,,0.004575014114379883,0,0.004575014114379883,solved,True,[]
sudoku_4x4,21,4,solved,1.0,0,False,False,0,,,,,,,0.004523038864135742,0,0.004523038864135742,solved,True,[]
sudoku_4x4,22,5,solved,1.0,0,False,False,0,,,,,,,0.004853010177612305,0,0.004853010177612305,solved,True,[]
sudoku_4x4,23,4,solved,1.0,0,False,False,0,,,,,,,0.004578113555908203,0,0.004578113555908203,solved,True,[]
sudoku_4x4,24,5,unsat,0.9375,1,True,False,5,,,,,,,0.002807140350341797,0.002924537658691406,0.017429828643798828,uncorrectable,False,"[(1, 0)]"
sudoku_4x4,25,5,solved,1.0,0,False,False,0,,,,,,,0.005027055740356445,0,0.005027055740356445,solved,True,[]
sudoku_4x4,26,4,solved,1.0,0,False,False,0,,,,,,,0.004639863967895508,0,0.004639863967895508,solved,True,[]
sudoku_4x4,27,4,solved,1.0,0,False,False,0,,,,,,,0.004431009292602539,0,0.004431009292602539,solved,True,[]
sudoku_4x4,28,4,solved,1.0,0,False,False,0,,,,,,,0.004565715789794922,0,0.004565715789794922,solved,True,[]
sudoku_4x4,29,4,unsat,0.875,2,True,False,4,,,,,,,0.0027201175689697266,0.002943694591522217,0.014494895935058594,uncorrectable,False,"[(0, 3), (3, 3)]"
sudoku_4x4,30,4,solved,1.0,0,False,False,0,,,,,,,0.004662036895751953,0,0.004662036895751953,solved,True,[]
sudoku_4x4,31,5,solved,1.0,0,False,False,0,,,,,,,0.00446009635925293,0,0.00446009635925293,solved,True,[]
sudoku_4x4,32,4,solved,1.0,0,False,False,0,,,,,,,0.004589080810546875,0,0.004589080810546875,solved,True,[]
sudoku_4x4,33,5,solved,1.0,0,False,False,0,,,,,,,0.004436016082763672,0,0.004436016082763672,solved,True,[]
sudoku_4x4,34,5,solved,1.0,0,False,False,0,,,,,,,0.0046389102935791016,0,0.0046389102935791016,solved,True,[]
sudoku_4x4,35,4,solved,1.0,0,False,False,0,,,,,,,0.0046520233154296875,0,0.0046520233154296875,solved,True,[]
sudoku_4x4,36,4,solved,1.0,0,False,False,0,,,,,,,0.004476070404052734,0,0.004476070404052734,solved,True,[]
sudoku_4x4,37,4,solved,1.0,0,False,False,0,,,,,,,0.0044019222259521484,0,0.0044019222259521484,solved,True,[]
sudoku_4x4,38,4,solved,1.0,0,False,False,0,,,,,,,0.004673004150390625,0,0.004673004150390625,solved,True,[]
sudoku_4x4,39,5,solved,1.0,0,False,False,0,,,,,,,0.004358053207397461,0,0.004358053207397461,solved,True,[]
sudoku_4x4,40,5,solved,1.0,0,False,False,0,,,,,,,0.0043866634368896484,0,0.0043866634368896484,solved,True,[]
sudoku_4x4,41,4,solved,0.9375,1,False,False,0,,,,,,,0.0046329498291015625,0,0.0046329498291015625,solved,True,"[(2, 3)]"
sudoku_4x4,42,4,solved,1.0,0,False,False,0,,,,,,,0.004707813262939453,0,0.004707813262939453,solved,True,[]
sudoku_4x4,43,4,solved,1.0,0,False,False,0,,,,,,,0.004597902297973633,0,0.004597902297973633,solved,True,[]
sudoku_4x4,44,5,solved,1.0,0,False,False,0,,,,,,,0.004506111145019531,0,0.004506111145019531,solved,True,[]
sudoku_4x4,45,4,solved,1.0,0,False,False,0,,,,,,,0.00455927848815918,0,0.00455927848815918,solved,True,[]
sudoku_4x4,46,5,solved,1.0,0,False,False,0,,,,,,,0.004445075988769531,0,0.004445075988769531,solved,True,[]
sudoku_4x4,47,4,unsat,0.9375,1,True,True,1,0,3,9,4,0.8561846613883972,0.1432868242263794,0.0028138160705566406,0.005163908004760742,0.007977724075317383,corrected,True,"[(0, 3)]"
sudoku_4x4,48,5,solved,1.0,0,False,False,0,,,,,,,0.004461050033569336,0,0.004461050033569336,solved,True,[]
sudoku_4x4,49,5,solved,1.0,0,False,False,0,,,,,,,0.004445791244506836,0,0.004445791244506836,solved,True,[]
sudoku_4x4,50,4,solved,1.0,0,False,False,0,,,,,,,0.004708290100097656,0,0.004708290100097656,solved,True,[]
sudoku_4x4,51,4,solved,1.0,0,False,False,0,,,,,,,0.004758119583129883,0,0.004758119583129883,solved,True,[]
sudoku_4x4,52,4,solved,1.0,0,False,False,0,,,,,,,0.0045032501220703125,0,0.0045032501220703125,solved,True,[]
sudoku_4x4,53,4,solved,1.0,0,False,False,0,,,,,,,0.004630088806152344,0,0.004630088806152344,solved,True,[]
sudoku_4x4,54,4,solved,1.0,0,False,False,0,,,,,,,0.004512786865234375,0,0.004512786865234375,solved,True,[]
sudoku_4x4,55,4,solved,1.0,0,False,False,0,,,,,,,0.004522085189819336,0,0.004522085189819336,solved,True,[]
sudoku_4x4,56,4,solved,1.0,0,False,False,0,,,,,,,0.004669189453125,0,0.004669189453125,solved,True,[]
sudoku_4x4,57,4,solved,1.0,0,False,False,0,,,,,,,0.004567861557006836,0,0.004567861557006836,solved,True,[]
sudoku_4x4,58,5,solved,1.0,0,False,False,0,,,,,,,0.004359245300292969,0,0.004359245300292969,solved,True,[]
sudoku_4x4,59,4,solved,1.0,0,False,False,0,,,,,,,0.004633903503417969,0,0.004633903503417969,solved,True,[]
sudoku_4x4,60,4,solved,1.0,0,False,False,0,,,,,,,0.004651069641113281,0,0.004651069641113281,solved,True,[]
sudoku_4x4,61,4,solved,1.0,0,False,False,0,,,,,,,0.004721164703369141,0,0.004721164703369141,solved,True,[]
sudoku_4x4,62,4,solved,1.0,0,False,False,0,,,,,,,0.0046117305755615234,0,0.0046117305755615234,solved,True,[]
sudoku_4x4,63,5,unsat,0.9375,1,True,True,1,3,0,7,1,0.8925586342811584,0.08275686204433441,0.00275421142578125,0.004534006118774414,0.007288217544555664,corrected,True,"[(3, 0)]"
sudoku_4x4,64,5,solved,1.0,0,False,False,0,,,,,,,0.004578113555908203,0,0.004578113555908203,solved,True,[]
sudoku_4x4,65,4,solved,1.0,0,False,False,0,,,,,,,0.004538774490356445,0,0.004538774490356445,solved,True,[]
sudoku_4x4,66,4,solved,1.0,0,False,False,0,,,,,,,0.004469156265258789,0,0.004469156265258789,solved,True,[]
sudoku_4x4,67,4,solved,1.0,0,False,False,0,,,,,,,0.0044879913330078125,0,0.0044879913330078125,solved,True,[]
sudoku_4x4,68,4,solved,1.0,0,False,False,0,,,,,,,0.004477977752685547,0,0.004477977752685547,solved,True,[]
sudoku_4x4,69,4,solved,1.0,0,False,False,0,,,,,,,0.004470109939575195,0,0.004470109939575195,solved,True,[]
sudoku_4x4,70,4,solved,1.0,0,False,False,0,,,,,,,0.004925251007080078,0,0.004925251007080078,solved,True,[]
sudoku_4x4,71,4,solved,1.0,0,False,False,0,,,,,,,0.00457310676574707,0,0.00457310676574707,solved,True,[]
sudoku_4x4,72,4,solved,1.0,0,False,False,0,,,,,,,0.004561901092529297,0,0.004561901092529297,solved,True,[]
sudoku_4x4,73,4,solved,1.0,0,False,False,0,,,,,,,0.004675865173339844,0,0.004675865173339844,solved,True,[]
sudoku_4x4,74,5,unsat,0.9375,1,True,True,1,1,2,7,2,0.8085537552833557,0.15486878156661987,0.0027551651000976562,0.004599094390869141,0.007354259490966797,corrected,True,"[(1, 2)]"
sudoku_4x4,75,4,solved,1.0,0,False,False,0,,,,,,,0.004642009735107422,0,0.004642009735107422,solved,True,[]
sudoku_4x4,76,4,solved,1.0,0,False,False,0,,,,,,,0.005125284194946289,0,0.005125284194946289,solved,True,[]
sudoku_4x4,77,4,unsat,0.9375,1,True,True,1,3,1,7,3,0.9996384382247925,0.0003551265981514007,0.0033769607543945312,0.00532984733581543,0.008706808090209961,corrected,True,"[(3, 1)]"
sudoku_4x4,78,4,unsat,0.9375,1,True,True,1,3,1,9,4,0.8512905836105347,0.1487025022506714,0.003100156784057617,0.004981040954589844,0.008081197738647461,corrected,True,"[(3, 1)]"
sudoku_4x4,79,4,solved,1.0,0,False,False,0,,,,,,,0.005167245864868164,0,0.005167245864868164,solved,True,[]
sudoku_4x4,80,5,solved,1.0,0,False,False,0,,,,,,,0.004865884780883789,0,0.004865884780883789,solved,True,[]
sudoku_4x4,81,4,solved,1.0,0,False,False,0,,,,,,,0.005083799362182617,0,0.005083799362182617,solved,True,[]
sudoku_4x4,82,5,solved,1.0,0,False,False,0,,,,,,,0.004962921142578125,0,0.004962921142578125,solved,True,[]
sudoku_4x4,83,4,solved,1.0,0,False,False,0,,,,,,,0.004903078079223633,0,0.004903078079223633,solved,True,[]
sudoku_4x4,84,4,solved,1.0,0,False,False,0,,,,,,,0.004996061325073242,0,0.004996061325073242,solved,True,[]
sudoku_4x4,85,5,solved,1.0,0,False,False,0,,,,,,,0.0048809051513671875,0,0.0048809051513671875,solved,True,[]
sudoku_4x4,86,4,solved,1.0,0,False,False,0,,,,,,,0.005077838897705078,0,0.005077838897705078,solved,True,[]
sudoku_4x4,87,4,solved,1.0,0,False,False,0,,,,,,,0.005563020706176758,0,0.005563020706176758,solved,True,[]
sudoku_4x4,88,4,unsat,0.9375,1,True,True,1,0,0,9,4,0.7807786464691162,0.21903018653392792,0.0031290054321289062,0.005561113357543945,0.008690118789672852,corrected,True,"[(0, 0)]"
sudoku_4x4,89,5,solved,1.0,0,False,False,0,,,,,,,0.005084991455078125,0,0.005084991455078125,solved,True,[]
sudoku_4x4,90,4,solved,1.0,0,False,False,0,,,,,,,0.005034923553466797,0,0.005034923553466797,solved,True,[]
sudoku_4x4,91,5,solved,1.0,0,False,False,0,,,,,,,0.0048809051513671875,0,0.0048809051513671875,solved,True,[]
sudoku_4x4,92,4,solved,1.0,0,False,False,0,,,,,,,0.0049190521240234375,0,0.0049190521240234375,solved,True,[]
sudoku_4x4,93,4,solved,1.0,0,False,False,0,,,,,,,0.0051119327545166016,0,0.0051119327545166016,solved,True,[]
sudoku_4x4,94,5,solved,1.0,0,False,False,0,,,,,,,0.004498004913330078,0,0.004498004913330078,solved,True,[]
sudoku_4x4,95,5,solved,1.0,0,False,False,0,,,,,,,0.00454401969909668,0,0.00454401969909668,solved,True,[]
sudoku_4x4,96,4,solved,1.0,0,False,False,0,,,,,,,0.00571894645690918,0,0.00571894645690918,solved,True,[]
sudoku_4x4,97,4,solved,1.0,0,False,False,0,,,,,,,0.006078004837036133,0,0.006078004837036133,solved,True,[]
sudoku_4x4,98,5,solved,1.0,0,False,False,0,,,,,,,0.004884004592895508,0,0.004884004592895508,solved,True,[]
sudoku_4x4,99,4,solved,1.0,0,False,False,0,,,,,,,0.004676103591918945,0,0.004676103591918945,solved,True,[]
sudoku_9x9,0,24,solved,1.0,0,False,False,0,,,,,,,0.08577203750610352,0,0.08577203750610352,solved,True,[]
sudoku_9x9,1,24,unsat,0.9876543209876543,1,True,True,2,2,8,9,7,0.9743379950523376,0.017095793038606644,0.013286113739013672,0.03974103927612305,0.09276819229125977,corrected,True,"[(2, 8)]"
sudoku_9x9,2,23,unsat,0.9876543209876543,1,True,True,1,3,3,9,5,0.6968092322349548,0.15840540826320648,0.010596036911010742,0.18713903427124023,0.19773507118225098,wrong_correction,False,"[(3, 3)]"
sudoku_9x9,3,24,solved,1.0,0,False,False,0,,,,,,,0.22310781478881836,0,0.22310781478881836,solved,True,[]
sudoku_9x9,4,25,unsat,0.9753086419753086,2,True,False,25,,,,,,,0.010789871215820312,0.010640344619750976,0.2767984867095947,uncorrectable,False,"[(2, 6), (8, 4)]"
sudoku_9x9,5,24,solved,1.0,0,False,False,0,,,,,,,0.10551810264587402,0,0.10551810264587402,solved,True,[]
sudoku_9x9,6,25,solved,1.0,0,False,False,0,,,,,,,0.120819091796875,0,0.120819091796875,solved,True,[]
sudoku_9x9,7,26,wrong_solution,0.9876543209876543,1,True,True,1,2,6,2,7,0.9889740943908691,0.011025713756680489,0.06718897819519043,0.11844515800476074,0.18563413619995117,corrected,True,"[(2, 6)]"
sudoku_9x9,8,25,solved,1.0,0,False,False,0,,,,,,,0.10478997230529785,0,0.10478997230529785,solved,True,[]
sudoku_9x9,9,25,solved,1.0,0,False,False,0,,,,,,,0.11310219764709473,0,0.11310219764709473,solved,True,[]
sudoku_9x9,10,24,solved,1.0,0,False,False,0,,,,,,,0.05505084991455078,0,0.05505084991455078,solved,True,[]
sudoku_9x9,11,24,solved,1.0,0,False,False,0,,,,,,,0.07254195213317871,0,0.07254195213317871,solved,True,[]
sudoku_9x9,12,26,wrong_solution,0.9876543209876543,1,True,True,1,4,4,3,5,0.9608075618743896,0.03919240087270737,0.053955078125,0.07671761512756348,0.13067269325256348,corrected,True,"[(4, 4)]"
sudoku_9x9,13,24,wrong_solution,0.9876543209876543,1,True,True,1,1,6,8,6,0.965848445892334,0.02871360257267952,0.07408308982849121,0.20637798309326172,0.28046107292175293,corrected,True,"[(1, 6)]"
sudoku_9x9,14,24,solved,1.0,0,False,False,0,,,,,,,0.1732170581817627,0,0.1732170581817627,solved,True,[]
sudoku_9x9,15,23,solved,1.0,0,False,False,0,,,,,,,0.17542290687561035,0,0.17542290687561035,solved,True,[]
sudoku_9x9,16,22,solved,1.0,0,False,False,0,,,,,,,0.19975495338439941,0,0.19975495338439941,solved,True,[]
sudoku_9x9,17,24,solved,1.0,0,False,False,0,,,,,,,0.1146240234375,0,0.1146240234375,solved,True,[]
sudoku_9x9,18,26,solved,1.0,0,False,False,0,,,,,,,0.08162283897399902,0,0.08162283897399902,solved,True,[]
sudoku_9x9,19,26,solved,1.0,0,False,False,0,,,,,,,0.1349778175354004,0,0.1349778175354004,solved,True,[]
sudoku_9x9,20,25,unsat,0.9876543209876543,1,True,True,1,4,1,3,5,0.9608075618743896,0.03919240087270737,0.010739803314208984,0.15467023849487305,0.16541004180908203,corrected,True,"[(4, 1)]"
sudoku_9x9,21,26,solved,1.0,0,False,False,0,,,,,,,0.16240596771240234,0,0.16240596771240234,solved,True,[]
sudoku_9x9,22,25,solved,1.0,0,False,False,0,,,,,,,0.11181998252868652,0,0.11181998252868652,solved,True,[]
sudoku_9x9,23,22,unsat,0.9876543209876543,1,True,True,1,1,3,9,5,0.9859470129013062,0.014043360017240047,0.010705947875976562,0.148970365524292,0.15967631340026855,corrected,True,"[(1, 3)]"
sudoku_9x9,24,26,solved,1.0,0,False,False,0,,,,,,,0.1406099796295166,0,0.1406099796295166,solved,True,[]
sudoku_9x9,25,24,solved,1.0,0,False,False,0,,,,,,,0.1018669605255127,0,0.1018669605255127,solved,True,[]
sudoku_9x9,26,24,solved,1.0,0,False,False,0,,,,,,,0.0942070484161377,0,0.0942070484161377,solved,True,[]
sudoku_9x9,27,24,solved,1.0,0,False,False,0,,,,,,,0.07626128196716309,0,0.07626128196716309,solved,True,[]
sudoku_9x9,28,22,solved,1.0,0,False,False,0,,,,,,,0.3588850498199463,0,0.3588850498199463,solved,True,[]
sudoku_9x9,29,22,solved,1.0,0,False,False,0,,,,,,,0.11668896675109863,0,0.11668896675109863,solved,True,[]
sudoku_9x9,30,27,unsat,0.9753086419753086,2,True,False,27,,,,,,,0.011025190353393555,0.010680428257694951,0.2993967533111572,uncorrectable,False,"[(3, 5), (8, 6)]"
sudoku_9x9,31,25,solved,1.0,0,False,False,0,,,,,,,0.09936785697937012,0,0.09936785697937012,solved,True,[]
sudoku_9x9,32,26,solved,1.0,0,False,False,0,,,,,,,0.07984519004821777,0,0.07984519004821777,solved,True,[]
sudoku_9x9,33,24,solved,1.0,0,False,False,0,,,,,,,0.17129874229431152,0,0.17129874229431152,solved,True,[]
sudoku_9x9,34,24,solved,1.0,0,False,False,0,,,,,,,0.1638641357421875,0,0.1638641357421875,solved,True,[]
sudoku_9x9,35,24,solved,1.0,0,False,False,0,,,,,,,0.11930489540100098,0,0.11930489540100098,solved,True,[]
sudoku_9x9,36,26,solved,1.0,0,False,False,0,,,,,,,0.1414201259613037,0,0.1414201259613037,solved,True,[]
sudoku_9x9,37,22,solved,1.0,0,False,False,0,,,,,,,0.18781208992004395,0,0.18781208992004395,solved,True,[]
sudoku_9x9,38,25,solved,1.0,0,False,False,0,,,,,,,0.13480401039123535,0,0.13480401039123535,solved,True,[]
sudoku_9x9,39,24,solved,1.0,0,False,False,0,,,,,,,0.18050885200500488,0,0.18050885200500488,solved,True,[]
sudoku_9x9,40,25,solved,1.0,0,False,False,0,,,,,,,0.08570718765258789,0,0.08570718765258789,solved,True,[]
sudoku_9x9,41,25,wrong_solution,0.9876543209876543,1,True,True,1,3,2,9,4,0.7274554967880249,0.2719971239566803,0.11581683158874512,0.08816933631896973,0.20398616790771484,corrected,True,"[(3, 2)]"
sudoku_9x9,42,25,solved,1.0,0,False,False,0,,,,,,,0.1365041732788086,0,0.1365041732788086,solved,True,[]
sudoku_9x9,43,23,wrong_solution,0.9876543209876543,1,True,True,1,7,8,9,5,0.9859470129013062,0.014043360017240047,0.3294370174407959,0.27160191535949707,0.601038932800293,corrected,True,"[(7, 8)]"
sudoku_9x9,44,24,wrong_solution,0.9876543209876543,1,True,True,1,5,2,5,3,0.9964630007743835,0.0035369344986975193,0.15599894523620605,0.14879083633422852,0.30478978157043457,corrected,True,"[(5, 2)]"
sudoku_9x9,45,23,solved,1.0,0,False,False,0,,,,,,,0.19823265075683594,0,0.19823265075683594,solved,True,[]
sudoku_9x9,46,25,solved,1.0,0,False,False,0,,,,,,,0.11828804016113281,0,0.11828804016113281,solved,True,[]
sudoku_9x9,47,24,solved,1.0,0,False,False,0,,,,,,,0.14699316024780273,0,0.14699316024780273,solved,True,[]
sudoku_9x9,48,24,unsat,0.9876543209876543,1,True,True,1,6,0,5,6,0.9726089239120483,0.027369102463126183,0.01085972785949707,0.17615199089050293,0.18701171875,corrected,True,"[(6, 0)]"
sudoku_9x9,49,24,solved,1.0,0,False,False,0,,,,,,,0.07931280136108398,0,0.07931280136108398,solved,True,[]
sudoku_9x9,50,25,solved,1.0,0,False,False,0,,,,,,,0.043779611587524414,0,0.043779611587524414,solved,True,[]
sudoku_9x9,51,24,solved,1.0,0,False,False,0,,,,,,,0.15792298316955566,0,0.15792298316955566,solved,True,[]
sudoku_9x9,52,25,solved,1.0,0,False,False,0,,,,,,,0.12242794036865234,0,0.12242794036865234,solved,True,[]
sudoku_9x9,53,23,solved,1.0,0,False,False,0,,,,,,,0.1572129726409912,0,0.1572129726409912,solved,True,[]
sudoku_9x9,54,25,solved,1.0,0,False,False,0,,,,,,,0.0700070858001709,0,0.0700070858001709,solved,True,[]
sudoku_9x9,55,22,unsat,0.9876543209876543,1,True,True,1,5,6,4,9,0.527091920375824,0.47205179929733276,0.010780811309814453,0.16824007034301758,0.17902088165283203,corrected,True,"[(5, 6)]"
sudoku_9x9,56,25,solved,1.0,0,False,False,0,,,,,,,0.09153199195861816,0,0.09153199195861816,solved,True,[]
sudoku_9x9,57,24,solved,1.0,0,False,False,0,,,,,,,0.1620957851409912,0,0.1620957851409912,solved,True,[]
sudoku_9x9,58,24,solved,1.0,0,False,False,0,,,,,,,0.14620089530944824,0,0.14620089530944824,solved,True,[]
sudoku_9x9,59,25,solved,1.0,0,False,False,0,,,,,,,0.06960582733154297,0,0.06960582733154297,solved,True,[]
sudoku_9x9,60,24,solved,1.0,0,False,False,0,,,,,,,0.16301202774047852,0,0.16301202774047852,solved,True,[]
sudoku_9x9,61,24,unsat,0.9876543209876543,1,True,True,2,2,1,5,6,0.9726089239120483,0.027369102463126183,0.01215815544128418,0.05021929740905762,0.11259675025939941,corrected,True,"[(2, 1)]"
sudoku_9x9,62,26,solved,1.0,0,False,False,0,,,,,,,0.10123491287231445,0,0.10123491287231445,solved,True,[]
sudoku_9x9,63,24,solved,1.0,0,False,False,0,,,,,,,0.15697908401489258,0,0.15697908401489258,solved,True,[]
sudoku_9x9,64,22,solved,1.0,0,False,False,0,,,,,,,0.14246392250061035,0,0.14246392250061035,solved,True,[]
sudoku_9x9,65,25,solved,1.0,0,False,False,0,,,,,,,0.137315034866333,0,0.137315034866333,solved,True,[]
sudoku_9x9,66,25,solved,1.0,0,False,False,0,,,,,,,0.1454331874847412,0,0.1454331874847412,solved,True,[]
sudoku_9x9,67,23,solved,1.0,0,False,False,0,,,,,,,0.08957099914550781,0,0.08957099914550781,solved,True,[]
sudoku_9x9,68,24,solved,1.0,0,False,False,0,,,,,,,0.20243597030639648,0,0.20243597030639648,solved,True,[]
sudoku_9x9,69,25,wrong_solution,0.9876543209876543,1,True,True,1,0,3,7,2,0.5336148738861084,0.4663851261138916,0.1543290615081787,0.20123004913330078,0.3555591106414795,corrected,True,"[(0, 3)]"
